minimum_nights,number_of_reviews,reviews_per_month,Price
3.0,12.0,1.26,150
2.0,4.0,3.64,140
2.0,8.0,0.55,400
3.0,65.0,3.19,65
2.0,79.0,4.56,76
2.0,0.0,0.0,100
30.0,8.0,0.36,190
2.0,7.0,0.9,200
2.0,15.0,0.57,159
1.0,14.0,2.22,55
1.0,132.0,6.45,95
2.0,2.0,0.09,75
4.0,25.0,1.64,73
4.0,12.0,1.24,200
2.0,5.0,0.13,60
4.0,13.0,0.29,125
2.0,33.0,1.21,150
3.0,3.0,0.4,195
1.0,82.0,2.95,100
2.0,17.0,3.86,250
5.0,17.0,0.88,185
3.0,38.0,0.94,260
2.0,71.0,1.42,199
1.0,38.0,0.95,90
2.0,11.0,3.0,468
2.0,3.0,3.0,50
3.0,24.0,0.66,275
30.0,5.0,0.2,150
15.0,0.0,0.0,120
1.0,68.0,2.88,27
3.0,0.0,0.0,119
1.0,0.0,0.0,120
3.0,79.0,3.22,148
4.0,46.0,2.39,130
1.0,16.0,3.38,97
6.0,15.0,0.72,233
30.0,5.0,0.1,250
2.0,36.0,1.57,100
2.0,158.0,3.47,80
2.0,1.0,1.0,200
5.0,111.0,4.26,52
30.0,2.0,0.09,78
3.0,2.0,0.32,100
4.0,15.0,1.04,250
6.0,20.0,0.33,51
7.0,0.0,0.0,120
3.0,2.0,0.09,75
2.0,2.0,0.09,275
3.0,286.0,2.81,150
3.0,14.0,0.3,159
3.0,92.0,1.97,125
4.0,1.0,0.05,150
3.0,64.0,1.26,110
1.0,4.0,4.0,110
30.0,0.0,0.0,267
3.0,109.0,2.1,150
1.0,0.0,0.0,700
3.0,0.0,0.0,200
30.0,3.0,0.07,47
1.0,1.0,0.02,75
2.0,19.0,0.44,95
1.0,1.0,0.07,100
2.0,0.0,0.0,372
28.0,0.0,0.0,220
2.0,15.0,3.75,242
3.0,2.0,0.07,150
1.0,0.0,0.0,150
28.0,27.0,0.53,55
2.0,37.0,0.52,100
6.0,1.0,1.0,369
70.0,0.0,0.0,140
3.0,0.0,0.0,300
2.0,9.0,1.45,39
30.0,0.0,0.0,265
1.0,1.0,0.2,48
1.0,43.0,1.28,90
5.0,0.0,0.0,230
1.0,2.0,1.4,93
1.0,23.0,6.0,90
7.0,29.0,0.86,150
4.0,8.0,0.12,130
3.0,0.0,0.0,67
2.0,4.0,4.0,325
30.0,0.0,0.0,198
2.0,16.0,1.15,65
3.0,19.0,0.44,107
1.0,0.0,0.0,83
2.0,12.0,1.19,52
5.0,81.0,1.96,80
30.0,20.0,0.82,85
2.0,70.0,3.52,80
1.0,6.0,1.86,41
3.0,0.0,0.0,300
2.0,7.0,0.8,65
21.0,12.0,0.22,120
3.0,9.0,0.41,185
2.0,7.0,0.39,75
1.0,22.0,7.67,100
1.0,5.0,0.18,68
1.0,1.0,0.02,260
1.0,0.0,0.0,150
2.0,5.0,0.66,450
2.0,73.0,0.63,151
1.0,1.0,0.02,35
3.0,14.0,0.25,175
2.0,2.0,0.27,185
3.0,2.0,0.29,275
30.0,13.0,0.26,99
4.0,18.0,0.39,140
2.0,81.0,1.94,132
2.0,5.0,0.1,84
2.0,1.0,0.06,225
4.0,0.0,0.0,345
2.0,0.0,0.0,130
1.0,1.0,0.02,50
1.0,32.0,8.5,65
1.0,0.0,0.0,37
1.0,141.0,2.41,140
2.0,8.0,2.82,148
2.0,1.0,0.04,350
1.0,1.0,0.58,50
3.0,2.0,2.0,165
1.0,11.0,0.73,225
14.0,1.0,0.02,150
2.0,19.0,5.33,144
30.0,7.0,0.19,100
1.0,126.0,2.15,59
2.0,2.0,0.85,85
20.0,7.0,0.42,99
3.0,2.0,0.32,120
1.0,12.0,1.19,100
6.0,1.0,0.04,46
1.0,95.0,5.04,250
1.0,255.0,8.33,40
3.0,36.0,2.43,200
1.0,4.0,0.09,125
5.0,10.0,0.37,250
7.0,0.0,0.0,200
1.0,131.0,9.97,48
25.0,1.0,0.03,85
1.0,0.0,0.0,181
1.0,119.0,2.57,95
3.0,3.0,0.06,87
5.0,0.0,0.0,220
4.0,2.0,0.07,200
10.0,2.0,0.19,45
15.0,12.0,0.26,37
1.0,0.0,0.0,2000
1.0,0.0,0.0,90
1.0,0.0,0.0,55
31.0,2.0,0.04,39
1.0,5.0,2.54,179
4.0,12.0,0.31,170
2.0,11.0,0.16,43
2.0,1.0,0.02,110
1.0,1.0,0.94,2500
3.0,111.0,2.38,235
1.0,5.0,0.74,80
1.0,0.0,0.0,150
3.0,5.0,0.13,239
2.0,1.0,0.05,120
2.0,0.0,0.0,450
3.0,0.0,0.0,100
3.0,4.0,0.13,150
1.0,43.0,0.63,116
7.0,6.0,0.12,149
5.0,0.0,0.0,66
2.0,11.0,0.77,200
3.0,0.0,0.0,125
1.0,2.0,0.05,100
5.0,0.0,0.0,180
6.0,1.0,0.02,52
2.0,1.0,0.02,150
2.0,3.0,0.47,44
5.0,1.0,0.13,99
3.0,105.0,1.42,95
2.0,19.0,2.52,50
1.0,0.0,0.0,180
3.0,17.0,0.21,200
2.0,0.0,0.0,28
2.0,1.0,0.05,70
3.0,62.0,3.23,250
1.0,1.0,0.02,135
30.0,5.0,0.09,105
7.0,0.0,0.0,52
2.0,0.0,0.0,150
3.0,0.0,0.0,700
2.0,11.0,0.3,150
2.0,3.0,0.24,250
5.0,1.0,0.03,50
1.0,6.0,0.64,750
2.0,233.0,3.01,105
7.0,30.0,0.43,75
4.0,8.0,0.53,55
30.0,0.0,0.0,195
18.0,2.0,1.62,95
2.0,45.0,1.78,78
2.0,2.0,1.82,40
2.0,8.0,6.67,58
4.0,40.0,0.46,70
2.0,67.0,2.99,90
4.0,2.0,1.87,79
30.0,0.0,0.0,175
30.0,1.0,0.03,75
2.0,8.0,0.97,150
2.0,58.0,5.67,60
1.0,11.0,1.26,125
1.0,0.0,0.0,110
2.0,1.0,1.0,275
7.0,0.0,0.0,195
1.0,1.0,1.0,399
30.0,1.0,0.32,111
2.0,36.0,4.14,120
2.0,47.0,3.12,60
3.0,16.0,1.42,100
4.0,12.0,1.78,50
1.0,1.0,0.02,100
5.0,8.0,0.21,100
2.0,0.0,0.0,129
1.0,1.0,0.03,100
1.0,18.0,1.38,88
2.0,33.0,1.79,150
2.0,3.0,1.55,470
1.0,9.0,0.34,30
1.0,103.0,2.67,179
2.0,71.0,3.65,65
4.0,0.0,0.0,150
3.0,8.0,2.79,170
1.0,4.0,0.28,65
4.0,1.0,0.02,45
7.0,4.0,2.11,35
2.0,5.0,1.4,285
2.0,0.0,0.0,62
30.0,2.0,0.08,224
2.0,6.0,1.94,120
2.0,27.0,2.8,65
14.0,8.0,0.42,149
2.0,0.0,0.0,86
6.0,6.0,0.31,90
3.0,0.0,0.0,50
1.0,4.0,0.09,75
30.0,3.0,0.06,95
30.0,0.0,0.0,120
2.0,193.0,4.17,100
1.0,1.0,1.0,85
7.0,0.0,0.0,130
5.0,2.0,0.04,30
30.0,2.0,0.56,35
7.0,8.0,0.73,99
30.0,2.0,0.05,138
4.0,9.0,0.25,200
5.0,1.0,0.02,85
3.0,22.0,1.4,65
5.0,124.0,1.32,85
1.0,0.0,0.0,75
2.0,3.0,0.13,173
2.0,4.0,0.94,245
2.0,1.0,0.03,175
1.0,117.0,4.74,70
1.0,2.0,1.15,28
1.0,4.0,0.68,199
5.0,23.0,2.47,65
4.0,1.0,0.03,120
120.0,0.0,0.0,39
1.0,0.0,0.0,160
5.0,76.0,1.28,135
14.0,0.0,0.0,36
3.0,0.0,0.0,135
1.0,9.0,0.19,49
2.0,0.0,0.0,150
3.0,0.0,0.0,179
2.0,5.0,1.76,75
30.0,13.0,0.32,98
2.0,0.0,0.0,1799
5.0,0.0,0.0,85
2.0,1.0,1.0,126
3.0,48.0,1.42,93
5.0,4.0,0.22,40
24.0,0.0,0.0,75
6.0,0.0,0.0,150
30.0,11.0,0.26,72
4.0,9.0,0.38,149
3.0,26.0,1.03,40
30.0,2.0,0.1,29
29.0,0.0,0.0,179
2.0,26.0,1.88,200
1.0,145.0,3.26,60
5.0,2.0,0.1,220
3.0,122.0,2.49,177
30.0,0.0,0.0,234
1.0,123.0,7.07,60
1.0,62.0,1.15,139
2.0,51.0,4.71,49
1.0,67.0,1.11,55
30.0,0.0,0.0,190
14.0,3.0,0.11,20
1.0,22.0,0.48,100
4.0,0.0,0.0,140
2.0,12.0,0.18,195
3.0,4.0,0.15,300
4.0,46.0,1.02,190
3.0,4.0,1.32,94
4.0,2.0,0.37,61
2.0,45.0,1.61,160
2.0,0.0,0.0,120
2.0,3.0,0.1,130
1.0,5.0,0.15,40
1.0,1.0,0.16,100
2.0,20.0,1.47,160
3.0,3.0,0.09,70
2.0,248.0,3.27,47
2.0,8.0,0.18,160
4.0,0.0,0.0,130
2.0,3.0,0.27,140
1.0,1.0,0.03,265
4.0,24.0,0.95,199
3.0,15.0,1.56,325
30.0,0.0,0.0,534
2.0,0.0,0.0,115
5.0,6.0,0.95,227
1.0,4.0,4.0,150
1.0,16.0,4.21,55
2.0,7.0,6.56,78
3.0,1.0,0.04,95
2.0,75.0,0.76,120
2.0,13.0,0.26,160
30.0,24.0,0.43,1500
1.0,59.0,0.63,69
30.0,0.0,0.0,385
3.0,1.0,0.09,150
3.0,1.0,0.03,85
2.0,7.0,0.29,55
2.0,2.0,0.04,450
3.0,2.0,0.24,200
3.0,30.0,0.98,37
4.0,10.0,0.37,95
2.0,47.0,1.04,90
2.0,181.0,1.77,59
30.0,3.0,0.09,256
4.0,7.0,0.37,42
2.0,168.0,4.39,250
30.0,6.0,0.16,180
2.0,50.0,3.93,112
4.0,2.0,0.02,160
2.0,3.0,2.09,135
2.0,77.0,2.5,90
1.0,45.0,2.24,110
5.0,46.0,1.23,95
4.0,18.0,0.83,33
3.0,3.0,0.28,175
1.0,2.0,0.05,50
1.0,20.0,5.17,199
3.0,238.0,2.3,65
1.0,1.0,0.16,425
1.0,2.0,0.05,80
1.0,5.0,5.0,323
3.0,14.0,0.98,600
30.0,11.0,0.28,95
3.0,4.0,0.16,199
1.0,9.0,0.72,150
3.0,8.0,0.21,98
1.0,0.0,0.0,50
3.0,15.0,1.89,110
2.0,0.0,0.0,340
3.0,35.0,0.92,150
14.0,13.0,0.52,250
4.0,1.0,1.0,225
1.0,14.0,1.13,60
7.0,0.0,0.0,40
2.0,85.0,3.94,80
3.0,34.0,1.46,25
1.0,4.0,0.21,110
10.0,1.0,0.16,28
2.0,17.0,4.08,248
30.0,0.0,0.0,350
3.0,16.0,0.79,125
3.0,2.0,0.05,50
2.0,39.0,6.32,250
4.0,2.0,0.07,200
3.0,65.0,1.95,75
2.0,0.0,0.0,65
2.0,52.0,1.41,125
5.0,5.0,0.48,150
3.0,4.0,0.48,70
1.0,0.0,0.0,60
2.0,1.0,0.08,400
5.0,2.0,0.05,60
3.0,4.0,0.53,187
2.0,20.0,3.24,87
3.0,6.0,4.74,599
1.0,168.0,8.57,79
1.0,1.0,0.11,40
1.0,15.0,3.31,175
3.0,11.0,0.83,350
3.0,0.0,0.0,160
10.0,2.0,0.04,170
1.0,77.0,2.97,59
4.0,5.0,0.23,150
4.0,18.0,0.3,65
4.0,0.0,0.0,150
1.0,0.0,0.0,1000
1.0,2.0,1.22,150
2.0,50.0,2.34,185
3.0,2.0,0.05,70
2.0,14.0,1.65,70
1.0,13.0,0.91,100
3.0,46.0,3.17,280
1.0,2.0,0.04,350
1.0,0.0,0.0,330
3.0,34.0,2.58,80
1.0,3.0,0.08,650
7.0,12.0,3.1,35
60.0,0.0,0.0,35
10.0,5.0,0.21,250
1.0,55.0,6.4,90
1.0,0.0,0.0,800
1.0,1.0,0.02,50
1.0,13.0,0.36,70
1.0,3.0,0.07,86
6.0,2.0,0.04,125
3.0,6.0,0.11,170
4.0,25.0,1.35,130
1.0,120.0,2.35,65
3.0,1.0,0.06,125
10.0,4.0,0.17,390
2.0,1.0,0.03,200
1.0,7.0,1.86,200
1.0,43.0,1.13,200
3.0,0.0,0.0,110
4.0,2.0,1.15,250
7.0,6.0,0.33,88
2.0,15.0,2.65,400
2.0,11.0,1.15,55
10.0,26.0,0.52,94
14.0,1.0,0.04,40
2.0,77.0,1.91,80
2.0,2.0,0.05,63
1.0,0.0,0.0,138
1.0,0.0,0.0,60
5.0,3.0,0.08,60
10.0,11.0,0.14,295
1.0,7.0,3.18,48
2.0,13.0,0.58,90
1.0,9.0,1.03,47
2.0,7.0,0.14,125
2.0,30.0,0.96,55
2.0,1.0,1.0,149
5.0,42.0,2.16,65
7.0,2.0,1.22,98
2.0,9.0,1.02,49
3.0,18.0,1.17,60
3.0,41.0,2.44,60
2.0,53.0,5.6,70
2.0,0.0,0.0,88
2.0,2.0,0.52,39
1.0,20.0,0.45,199
1.0,4.0,0.07,200
1.0,1.0,0.08,80
1.0,1.0,0.02,150
2.0,4.0,0.28,175
3.0,3.0,0.07,60
1.0,60.0,2.27,45
2.0,30.0,0.8,144
2.0,4.0,0.28,78
4.0,4.0,0.22,40
2.0,113.0,3.21,270
30.0,0.0,0.0,235
2.0,20.0,0.97,140
3.0,0.0,0.0,320
5.0,47.0,2.01,325
2.0,35.0,2.67,60
3.0,4.0,0.17,140
2.0,11.0,0.43,100
3.0,7.0,0.79,34
4.0,0.0,0.0,400
1.0,9.0,5.19,75
7.0,13.0,0.41,100
1.0,9.0,0.48,95
1.0,5.0,0.1,150
2.0,16.0,3.75,300
1.0,0.0,0.0,300
5.0,28.0,0.8,135
1.0,7.0,1.48,85
1.0,17.0,0.97,230
30.0,1.0,0.03,109
7.0,0.0,0.0,65
30.0,0.0,0.0,42
4.0,1.0,1.0,220
6.0,4.0,0.09,119
7.0,56.0,1.18,70
2.0,1.0,0.06,75
1.0,0.0,0.0,30
1.0,0.0,0.0,150
3.0,41.0,3.3,66
3.0,3.0,0.06,249
3.0,74.0,0.87,150
3.0,5.0,0.11,130
1.0,0.0,0.0,40
2.0,21.0,0.4,150
4.0,8.0,0.64,37
2.0,5.0,0.53,50
5.0,43.0,0.56,68
1.0,0.0,0.0,75
2.0,59.0,1.47,220
1.0,3.0,0.1,150
2.0,10.0,0.27,120
3.0,0.0,0.0,300
3.0,38.0,0.54,229
3.0,82.0,1.09,110
7.0,1.0,0.64,42
2.0,8.0,2.12,80
4.0,0.0,0.0,275
3.0,4.0,2.07,300
90.0,0.0,0.0,250
1.0,1.0,0.02,157
2.0,25.0,3.66,90
1.0,52.0,3.34,215
7.0,7.0,0.1,400
2.0,4.0,0.85,200
5.0,0.0,0.0,55
31.0,0.0,0.0,38
1.0,1.0,0.03,79
1.0,1.0,1.0,170
2.0,1.0,0.05,49
30.0,11.0,0.31,95
4.0,2.0,0.08,200
5.0,0.0,0.0,150
10.0,4.0,0.27,115
3.0,21.0,0.72,60
2.0,0.0,0.0,76
30.0,11.0,0.38,125
3.0,19.0,0.33,239
2.0,0.0,0.0,240
2.0,9.0,4.82,92
2.0,0.0,0.0,90
3.0,0.0,0.0,650
29.0,0.0,0.0,215
15.0,0.0,0.0,75
4.0,0.0,0.0,170
4.0,32.0,0.56,129
2.0,20.0,2.63,130
30.0,5.0,1.76,180
1.0,0.0,0.0,65
2.0,8.0,2.02,228
2.0,1.0,0.54,250
5.0,0.0,0.0,325
2.0,75.0,4.29,25
5.0,2.0,0.04,106
3.0,5.0,0.17,100
3.0,0.0,0.0,79
30.0,1.0,0.37,225
5.0,0.0,0.0,57
1.0,4.0,0.26,190
3.0,30.0,0.32,145
1.0,0.0,0.0,70
7.0,5.0,0.09,129
3.0,2.0,0.08,22
2.0,10.0,2.34,229
2.0,138.0,3.22,47
28.0,20.0,0.59,130
2.0,39.0,0.77,50
2.0,1.0,0.02,180
1.0,6.0,0.79,90
7.0,0.0,0.0,250
30.0,0.0,0.0,34
2.0,104.0,1.09,125
3.0,0.0,0.0,350
30.0,2.0,0.19,250
6.0,11.0,0.76,95
1.0,0.0,0.0,25
1.0,8.0,0.23,50
1.0,3.0,3.0,85
2.0,7.0,0.36,30
30.0,2.0,0.32,185
3.0,5.0,2.88,250
3.0,18.0,0.29,100
15.0,2.0,0.06,100
20.0,0.0,0.0,60
2.0,9.0,5.19,135
1.0,0.0,0.0,85
3.0,2.0,0.1,125
30.0,4.0,0.22,190
5.0,0.0,0.0,50
1.0,38.0,2.95,182
1.0,15.0,6.0,55
30.0,2.0,0.53,130
2.0,0.0,0.0,350
1.0,163.0,3.94,90
2.0,110.0,1.86,150
1.0,0.0,0.0,70
5.0,2.0,0.17,45
2.0,11.0,0.32,48
4.0,2.0,0.28,45
1.0,64.0,3.43,95
2.0,6.0,0.11,250
15.0,2.0,0.07,35
2.0,8.0,3.38,50
1.0,228.0,6.36,70
30.0,10.0,0.41,130
30.0,2.0,0.06,400
1.0,1.0,0.07,70
29.0,0.0,0.0,155
30.0,10.0,0.16,67
4.0,0.0,0.0,145
15.0,1.0,1.0,150
2.0,20.0,0.81,60
1.0,0.0,0.0,100
2.0,0.0,0.0,75
4.0,34.0,1.38,74
1.0,2.0,0.12,60
2.0,7.0,0.36,949
1.0,7.0,0.43,83
29.0,1.0,0.05,136
3.0,65.0,1.28,101
30.0,12.0,0.31,50
7.0,0.0,0.0,60
5.0,12.0,0.4,150
2.0,0.0,0.0,99
1.0,1.0,0.02,250
4.0,0.0,0.0,350
1.0,0.0,0.0,290
30.0,0.0,0.0,285
30.0,0.0,0.0,200
3.0,12.0,2.88,215
1.0,14.0,1.97,80
1.0,7.0,7.0,190
1.0,9.0,3.42,99
2.0,12.0,0.26,88
1.0,268.0,6.12,300
1.0,0.0,0.0,200
1.0,92.0,2.75,105
6.0,0.0,0.0,100
4.0,27.0,0.46,55
5.0,0.0,0.0,200
2.0,9.0,1.15,65
2.0,21.0,0.87,51
5.0,1.0,0.05,70
3.0,32.0,1.39,75
4.0,15.0,1.34,100
1.0,8.0,0.19,220
2.0,76.0,2.42,98
3.0,13.0,0.61,155
30.0,0.0,0.0,38
30.0,1.0,0.13,169
2.0,49.0,1.6,65
30.0,1.0,0.02,300
2.0,21.0,1.76,65
1.0,9.0,0.2,200
1.0,3.0,3.0,205
21.0,0.0,0.0,55
25.0,1.0,0.02,75
3.0,4.0,3.08,129
1.0,145.0,7.64,69
1.0,16.0,2.81,418
3.0,1.0,0.03,175
3.0,2.0,0.25,60
2.0,44.0,1.41,35
2.0,0.0,0.0,90
2.0,4.0,0.09,108
4.0,14.0,0.25,100
4.0,3.0,0.16,200
2.0,0.0,0.0,150
2.0,0.0,0.0,450
3.0,34.0,1.0,86
1.0,32.0,0.5,210
1.0,0.0,0.0,125
1.0,20.0,0.58,95
2.0,2.0,0.04,75
14.0,70.0,2.38,45
2.0,15.0,1.67,105
14.0,12.0,0.19,60
3.0,101.0,3.65,60
30.0,1.0,0.03,200
30.0,2.0,0.03,600
5.0,7.0,2.66,549
30.0,9.0,1.4,280
20.0,46.0,0.72,94
4.0,10.0,2.44,38
2.0,0.0,0.0,120
1.0,76.0,2.95,220
30.0,11.0,0.29,150
1.0,0.0,0.0,175
5.0,3.0,1.3,99
2.0,2.0,2.0,131
45.0,6.0,0.21,150
1.0,1.0,0.83,22
1.0,0.0,0.0,425
3.0,48.0,4.15,80
1.0,0.0,0.0,40
2.0,3.0,0.08,125
25.0,4.0,0.07,175
4.0,5.0,0.26,120
2.0,63.0,1.88,100
2.0,14.0,2.28,40
1.0,199.0,4.19,59
20.0,0.0,0.0,299
2.0,21.0,0.58,65
5.0,1.0,0.09,80
7.0,4.0,0.09,199
10.0,0.0,0.0,75
1.0,0.0,0.0,100
1.0,3.0,0.11,29
3.0,70.0,1.21,100
1.0,2.0,0.06,35
3.0,30.0,1.84,200
2.0,2.0,0.03,180
10.0,15.0,0.3,80
7.0,0.0,0.0,295
2.0,174.0,4.88,185
2.0,15.0,0.89,99
1.0,4.0,4.0,349
14.0,30.0,0.43,59
1.0,39.0,8.48,170
2.0,10.0,0.68,110
3.0,3.0,0.09,250
3.0,241.0,2.49,91
7.0,10.0,0.45,250
3.0,4.0,0.09,250
3.0,4.0,0.21,88
2.0,5.0,0.45,175
1.0,50.0,0.92,245
2.0,0.0,0.0,65
2.0,2.0,0.13,55
2.0,60.0,3.88,175
1.0,9.0,4.22,70
4.0,5.0,0.25,99
2.0,0.0,0.0,42
3.0,93.0,1.17,125
1.0,21.0,1.13,525
3.0,0.0,0.0,100
4.0,92.0,4.62,150
1.0,46.0,1.8,90
1.0,15.0,0.56,75
2.0,0.0,0.0,70
2.0,0.0,0.0,98
29.0,0.0,0.0,167
2.0,11.0,1.07,460
2.0,0.0,0.0,38
3.0,2.0,1.25,140
3.0,10.0,0.26,190
3.0,15.0,0.33,130
3.0,1.0,0.03,799
1.0,29.0,0.92,250
1.0,9.0,0.31,120
3.0,6.0,0.16,110
20.0,0.0,0.0,37
4.0,13.0,3.17,190
2.0,8.0,0.19,200
1.0,1.0,0.09,149
1.0,11.0,1.3,125
5.0,11.0,0.24,98
1.0,77.0,3.45,69
1.0,14.0,1.6,99
2.0,102.0,3.84,100
1.0,0.0,0.0,50
1.0,28.0,1.91,60
30.0,1.0,0.27,175
2.0,28.0,1.12,70
2.0,31.0,1.24,450
1.0,0.0,0.0,150
1.0,7.0,2.33,100
1.0,22.0,4.49,65
4.0,171.0,2.72,95
7.0,3.0,0.16,220
3.0,38.0,0.81,180
1.0,11.0,0.12,125
2.0,0.0,0.0,275
30.0,3.0,0.27,300
3.0,20.0,0.96,275
5.0,3.0,0.08,50
30.0,0.0,0.0,40
1.0,4.0,1.88,140
2.0,0.0,0.0,175
1.0,0.0,0.0,145
2.0,2.0,0.11,70
1.0,113.0,5.5,85
3.0,15.0,3.21,115
1.0,2.0,0.27,100
3.0,6.0,0.55,132
1.0,38.0,0.6,79
11.0,30.0,0.32,195
5.0,1.0,0.08,150
1.0,20.0,0.63,55
5.0,10.0,0.21,235
90.0,163.0,3.21,105
4.0,34.0,1.07,55
2.0,8.0,2.79,65
1.0,350.0,6.05,59
30.0,0.0,0.0,220
5.0,0.0,0.0,161
1.0,4.0,1.45,39
30.0,0.0,0.0,130
1.0,0.0,0.0,110
2.0,3.0,1.25,60
5.0,0.0,0.0,215
3.0,49.0,2.74,150
2.0,14.0,4.72,70
3.0,84.0,2.74,58
1.0,17.0,0.82,45
3.0,0.0,0.0,88
3.0,2.0,0.04,47
30.0,1.0,0.17,305
3.0,8.0,0.19,65
1.0,14.0,4.88,120
2.0,176.0,3.51,250
2.0,4.0,0.61,258
9.0,11.0,0.16,110
2.0,0.0,0.0,280
4.0,65.0,1.06,124
3.0,0.0,0.0,200
2.0,1.0,1.0,250
5.0,28.0,3.36,499
15.0,0.0,0.0,55
1.0,3.0,0.13,180
2.0,0.0,0.0,115
2.0,48.0,0.93,80
1.0,1.0,0.02,175
5.0,3.0,0.13,150
1.0,15.0,0.39,70
29.0,0.0,0.0,239
5.0,2.0,0.05,45
2.0,9.0,0.29,70
3.0,49.0,1.9,55
30.0,0.0,0.0,225
30.0,30.0,0.33,2000
2.0,52.0,0.86,145
2.0,62.0,5.81,49
2.0,23.0,0.87,672
5.0,18.0,0.38,145
2.0,3.0,0.07,80
3.0,10.0,0.86,99
14.0,0.0,0.0,40
1.0,102.0,6.73,49
1.0,0.0,0.0,90
5.0,0.0,0.0,110
4.0,1.0,0.04,175
5.0,6.0,0.55,160
365.0,1.0,0.57,65
2.0,17.0,2.44,70
1.0,2.0,2.0,70
7.0,41.0,0.58,72
19.0,6.0,0.17,49
7.0,15.0,0.23,75
2.0,3.0,0.25,550
1.0,4.0,1.46,130
2.0,17.0,0.71,150
4.0,7.0,0.37,69
2.0,4.0,2.79,350
2.0,0.0,0.0,70
6.0,4.0,0.12,1100
2.0,2.0,0.17,98
3.0,58.0,1.76,55
3.0,56.0,2.01,220
1.0,6.0,0.53,49
3.0,18.0,3.03,89
7.0,1.0,0.02,135
3.0,21.0,0.6,160
4.0,3.0,0.32,75
30.0,0.0,0.0,42
2.0,49.0,1.92,95
1.0,0.0,0.0,36
1.0,0.0,0.0,90
6.0,25.0,1.16,163
7.0,1.0,1.0,140
7.0,47.0,0.96,150
2.0,41.0,2.59,40
4.0,87.0,1.75,60
1.0,39.0,3.95,70
2.0,236.0,3.08,189
1.0,185.0,3.71,90
1.0,0.0,0.0,150
1.0,63.0,7.08,96
30.0,17.0,4.18,211
2.0,4.0,0.15,51
4.0,4.0,0.42,200
7.0,0.0,0.0,31
10.0,1.0,1.0,99
1.0,131.0,4.12,100
4.0,2.0,0.09,49
2.0,11.0,0.46,142
2.0,46.0,2.97,190
1.0,2.0,2.0,150
3.0,73.0,1.23,600
2.0,17.0,4.55,130
2.0,0.0,0.0,65
4.0,5.0,0.21,100
4.0,206.0,4.24,450
30.0,183.0,2.63,180
2.0,131.0,2.02,170
30.0,11.0,0.24,145
3.0,230.0,3.31,225
4.0,1.0,0.03,175
2.0,10.0,0.17,115
7.0,9.0,0.14,65
1.0,1.0,0.02,80
3.0,209.0,3.29,53
2.0,69.0,2.08,65
3.0,3.0,2.05,360
3.0,6.0,0.24,46
30.0,2.0,1.62,42
30.0,4.0,0.18,27
2.0,82.0,1.6,120
3.0,174.0,4.02,113
5.0,52.0,1.99,127
1.0,3.0,3.0,220
2.0,68.0,3.5,59
4.0,130.0,3.33,175
1.0,22.0,5.37,48
3.0,5.0,0.22,185
1.0,0.0,0.0,70
1.0,0.0,0.0,250
1.0,13.0,0.72,43
1.0,63.0,0.71,385
2.0,6.0,1.94,170
30.0,1.0,0.59,110
4.0,52.0,0.72,250
4.0,0.0,0.0,259
3.0,16.0,2.35,250
30.0,0.0,0.0,230
2.0,3.0,0.15,70
5.0,6.0,0.17,55
4.0,11.0,0.13,200
3.0,2.0,0.32,70
30.0,0.0,0.0,219
1.0,0.0,0.0,85
1.0,18.0,0.41,45
2.0,34.0,0.69,190
2.0,4.0,1.4,140
5.0,10.0,0.3,90
2.0,35.0,2.26,188
3.0,10.0,2.56,105
20.0,1.0,0.41,50
7.0,3.0,0.27,99
28.0,1.0,0.09,125
1.0,28.0,2.2,170
2.0,0.0,0.0,68
4.0,1.0,1.0,145
3.0,13.0,0.25,145
3.0,0.0,0.0,65
1.0,3.0,3.0,70
30.0,16.0,0.25,129
3.0,3.0,0.48,380
4.0,0.0,0.0,125
1.0,20.0,3.13,65
1.0,78.0,2.17,130
30.0,0.0,0.0,291
30.0,20.0,0.38,205
3.0,0.0,0.0,50
2.0,69.0,3.85,255
30.0,0.0,0.0,199
30.0,8.0,0.81,159
1.0,5.0,0.19,115
1.0,31.0,8.02,35
1.0,1.0,0.02,45
30.0,28.0,0.44,76
1.0,15.0,1.89,305
5.0,73.0,0.99,75
2.0,3.0,0.08,120
7.0,3.0,0.06,140
120.0,2.0,0.06,130
2.0,17.0,2.52,45
1.0,1.0,0.02,60
4.0,4.0,0.07,200
1.0,3.0,0.12,69
2.0,13.0,1.19,55
1.0,0.0,0.0,65
14.0,1.0,0.02,35
90.0,13.0,0.19,89
2.0,28.0,1.64,32
7.0,0.0,0.0,80
1.0,1.0,0.05,200
4.0,12.0,0.43,142
1.0,9.0,0.24,175
4.0,1.0,0.02,66
2.0,0.0,0.0,50
3.0,0.0,0.0,50
1.0,18.0,0.68,85
5.0,3.0,0.06,200
5.0,94.0,1.1,240
3.0,6.0,0.56,160
20.0,1.0,0.04,65
2.0,83.0,2.4,140
2.0,9.0,0.37,70
7.0,4.0,0.49,45
1.0,13.0,3.0,110
2.0,4.0,0.4,60
2.0,7.0,2.44,155
1.0,3.0,0.11,75
2.0,9.0,0.29,89
3.0,0.0,0.0,600
4.0,36.0,1.28,47
1.0,0.0,0.0,80
2.0,0.0,0.0,385
30.0,8.0,0.42,142
6.0,1.0,0.03,150
5.0,1.0,0.16,150
5.0,5.0,3.26,449
